County_State,Number_Insured,NInsured_CI_LowerBound,NInsured_CI_UpperBound,Number_Uninsured,NUninsured_CI_LowerBound,NUninsured_CI_UpperBound,Population,Insured_rate,Lower_Payment_Est,Ave_Payment,Higher_Payment_Est,State,Regions,Insured_rate_EqWidth,Ave_Payment_EqWidth,Pop_EqWidth
"abbeville, sc",16439.5,16146.5,16732.5,3070.0,2777.0,3363.0,19509.5,0.8429654883620026,16912.0,18799.5,20882.0,sc,southeast,Low,Moderate,Very_Small
"acadia, la",44109.5,43313.0,44906.0,9323.5,8527.0,10120.0,53433.0,0.8255227986721099,14741.5,16055.0,17473.0,la,southeast,Very_Low,Very_Cheap,Small
"accomack, va",20796.5,20376.0,21217.0,5046.5,4626.0,5467.0,25843.0,0.8048611971063824,17237.0,19081.333333333332,21082.666666666668,va,southeast,Very_Low,Moderate,Very_Small
"adair, ia",5247.5,5197.5,5297.5,433.5,383.5,483.5,5681.0,0.9241055387300446,11657.0,14033.0,16234.0,ia,midwest,High,Very_Cheap,Very_Small
"adair, ky",12497.0,12280.0,12714.0,2164.5,1947.5,2381.5,14661.5,0.8526395100760249,12262.0,14197.5,16311.5,ky,southeast,Low,Very_Cheap,Very_Small
"adair, mo",16391.5,16065.5,16717.5,2902.5,2576.5,3228.5,19294.0,0.8497192723261875,19437.75,21531.0,23824.25,mo,midwest,Low,Expensive,Very_Small
"adair, ok",14111.5,13773.5,14449.5,4569.0,4231.0,4907.0,18680.5,0.7555869941507736,11781.0,13180.0,14623.0,ok,southwest,Very_Low,Very_Cheap,Very_Small
"adams, ia",2672.0,2638.5,2705.5,307.5,274.0,341.0,2979.5,0.8971966223404435,14498.0,17010.0,19588.0,ia,midwest,Fair,Cheap,Very_Small
"adams, il",49308.0,48863.5,49752.5,4335.5,3891.0,4780.0,53643.5,0.9193197306467742,18387.5,19432.5,20533.0,il,midwest,High,Moderate,Small
"adams, in",24799.5,24341.0,25258.0,4713.5,4255.0,5172.0,29513.0,0.8402612265098806,15759.333333333334,17451.0,19304.333333333332,in,midwest,Low,Cheap,Very_Small
"adams, ms",19510.5,19092.0,19929.0,4475.5,4057.0,4894.0,23986.0,0.8138865227708341,18742.25,21079.25,23670.0,ms,southeast,Very_Low,Expensive,Very_Small
"adams, nd",1529.0,1503.5,1554.5,230.0,204.5,255.5,1759.0,0.8694301824405238,12067.5,13489.0,15100.0,nd,midwest,Fair,Very_Cheap,Very_Small
"adams, ne",22313.5,22025.0,22602.0,2811.0,2522.5,3099.5,25124.5,0.8882218257325302,18587.5,20187.75,21963.0,ne,midwest,Fair,Moderate,Very_Small
"adams, oh",20386.0,20103.5,20668.5,2873.0,2590.5,3155.5,23259.0,0.8767852985721183,14013.0,15678.5,17491.0,oh,midwest,Fair,Very_Cheap,Very_Small
"adams, pa",72116.0,71414.5,72817.5,8141.5,7440.0,8843.0,80257.5,0.8986194552449472,18017.75,19456.25,21039.5,pa,northeast,Fair,Moderate,Medium
"adams, wi",12022.5,11876.5,12168.5,1487.5,1341.5,1633.5,13510.0,0.8904286138007502,15411.0,18212.0,21224.0,wi,midwest,Fair,Cheap,Very_Small
"addison, vt",26255.0,26035.0,26475.0,1948.0,1728.0,2168.0,28203.0,0.9310340513921076,16007.333333333334,17368.666666666668,18803.333333333332,vt,northeast,High,Cheap,Very_Small
"aiken, sc",114563.0,112981.5,116144.5,19552.0,17970.5,21133.5,134115.0,0.8542656185654117,18445.25,19795.5,21207.25,sc,southeast,Low,Moderate,Large
"aitkin, mn",9776.5,9669.5,9883.5,1065.5,958.5,1172.5,10842.0,0.9020380643541961,13950.0,15809.333333333334,17805.666666666668,mn,midwest,High,Very_Cheap,Very_Small
"alamance, nc",106308.5,104744.0,107873.0,21454.0,19889.5,23018.5,127762.5,0.8319152457860253,18129.5,19357.25,20674.0,nc,southeast,Low,Moderate,Large
"alamosa, co",11015.0,10793.5,11236.5,2108.0,1886.5,2329.5,13123.0,0.8395780015822385,17384.666666666668,19495.0,21819.333333333332,co,west,Low,Moderate,Very_Small
"albany, wy",27210.0,26700.0,27720.0,4461.0,3951.0,4971.0,31671.0,0.8590981449997184,14724.0,16164.333333333334,17720.666666666668,wy,west,Low,Very_Cheap,Very_Small
"albemarle, va",72154.5,71341.5,72967.5,9206.5,8393.5,10019.5,81361.0,0.8867266873715549,16926.75,17767.25,18647.25,va,southeast,Fair,Cheap,Medium
"alcorn, ms",25119.0,24616.5,25621.5,5332.5,4830.0,5835.0,30451.5,0.8249209353261623,17669.5,18679.0,19755.75,ms,southeast,Very_Low,Moderate,Very_Small
"alexandria city, va",116465.5,114975.0,117956.0,17593.0,16102.5,19083.5,134058.5,0.8686022015854615,18065.75,19046.25,20097.25,va,southeast,Fair,Moderate,Large
"alger, mi",5507.5,5424.5,5590.5,808.0,725.0,891.0,6315.5,0.8727798514014519,9755.0,12213.0,14790.0,mi,midwest,Fair,Very_Cheap,Very_Small
"allamakee, ia",9652.5,9522.5,9782.5,1239.0,1109.0,1369.0,10891.5,0.886865676399337,14476.0,16519.5,18753.5,ia,midwest,Fair,Very_Cheap,Very_Small
"allegan, mi",86387.0,85566.0,87208.0,9487.0,8666.0,10308.0,95874.0,0.900894728848989,15492.333333333334,17294.0,19240.333333333332,mi,midwest,Fair,Cheap,Medium
"allegany, md",48012.0,47525.0,48499.0,4631.5,4144.5,5118.5,52643.5,0.9122478773616468,18276.0,19171.5,20112.75,md,southeast,High,Moderate,Small
"allegany, ny",32591.5,32274.0,32909.0,3079.5,2762.0,3397.0,35671.0,0.9140098728315327,13432.0,15622.25,17867.25,ny,northeast,High,Very_Cheap,Very_Small
"alleghany, nc",6390.0,6234.0,6546.0,1806.5,1650.5,1962.5,8196.5,0.7802815670387502,13639.0,15112.0,16686.0,nc,southeast,Very_Low,Very_Cheap,Very_Small
"alleghany, va",10576.5,10436.5,10716.5,1449.5,1309.5,1589.5,12026.0,0.8798877496276609,17174.25,18891.75,20812.75,va,southeast,Fair,Moderate,Very_Small
"allen, ks",8942.5,8815.0,9070.0,1208.0,1080.5,1335.5,10150.5,0.8816290068956234,16363.0,18497.0,20814.0,ks,midwest,Fair,Cheap,Very_Small
"allen, ky",14609.5,14371.0,14848.0,2434.5,2196.0,2673.0,17044.0,0.8569811679646873,15479.0,17733.0,20190.5,ky,southeast,Low,Cheap,Very_Small
"allen, la",15179.5,14898.0,15461.0,3042.0,2760.5,3323.5,18221.5,0.8330208861441353,12209.5,14114.5,16131.75,la,southeast,Low,Very_Cheap,Very_Small
"allen, oh",74693.0,73912.0,75474.0,8440.0,7659.0,9221.0,83133.0,0.8987418354191135,19543.583333333332,20648.166666666668,21825.25,oh,midwest,Fair,Expensive,Medium
"allendale, sc",5716.0,5602.5,5829.5,1040.0,926.5,1153.5,6756.0,0.8472175350549617,15567.0,18629.0,21644.0,sc,southeast,Low,Cheap,Very_Small
"alpena, mi",20082.0,19834.5,20329.5,2481.5,2234.0,2729.0,22563.5,0.8904599833640119,18613.75,20041.75,21569.0,mi,midwest,Fair,Moderate,Very_Small
"amador, ca",21766.5,21491.5,22041.5,2817.0,2542.0,3092.0,24583.5,0.8856022698300368,17559.0,19466.0,21560.0,ca,west,Fair,Moderate,Very_Small
"anderson, ks",5330.5,5245.0,5416.0,826.5,741.0,912.0,6157.0,0.8660363526183079,17615.0,20294.0,22997.0,ks,midwest,Fair,Moderate,Very_Small
"anderson, tn",53564.5,52887.0,54242.0,7179.0,6501.5,7856.5,60743.5,0.8818718576105785,17830.25,18892.5,20006.5,tn,southeast,Fair,Moderate,Small
"anderson, tx",28769.0,28157.0,29381.0,7929.0,7317.0,8541.0,36698.0,0.7842406275390523,19625.75,21457.25,23494.25,tx,southwest,Very_Low,Expensive,Very_Small
"andrews, tx",12208.5,11928.0,12489.0,3445.5,3165.0,3726.0,15654.0,0.778868075487384,12277.0,14552.0,16908.0,tx,southwest,Very_Low,Very_Cheap,Very_Small
"androscoggin, me",78205.5,77314.5,79096.5,9554.0,8663.0,10445.0,87759.5,0.8912817410626095,17506.625,18749.625,20064.0,me,northeast,Fair,Moderate,Medium
"angelina, tx",55443.5,54221.5,56665.5,17060.5,15838.5,18282.5,72504.0,0.7647067583173925,18922.875,20347.125,21866.5,tx,southwest,Very_Low,Moderate,Small
"anson, nc",16146.0,15843.0,16449.0,3184.5,2881.5,3487.5,19330.5,0.836021267717038,16705.0,19534.0,22184.0,nc,southeast,Low,Moderate,Very_Small
"antelope, ne",4337.5,4272.0,4403.0,623.0,557.5,688.5,4960.5,0.8745961741893855,16547.0,18900.0,21197.0,ne,midwest,Fair,Moderate,Very_Small
"apache, az",48539.5,47535.5,49543.5,12563.0,11559.0,13567.0,61102.5,0.7947373697434728,11096.75,12820.75,14585.25,az,southwest,Very_Low,Very_Cheap,Small
"appanoose, ia",8898.0,8796.0,9000.0,923.5,821.5,1025.5,9821.5,0.9061972718664716,14749.0,17013.0,19450.5,ia,midwest,High,Cheap,Very_Small
"appling, ga",11941.0,11679.0,12203.0,3276.5,3014.5,3538.5,15217.5,0.7848776091274168,13233.5,15192.5,17396.5,ga,southeast,Very_Low,Very_Cheap,Very_Small
"archuleta, co",7683.0,7519.0,7847.0,1732.5,1568.5,1896.5,9415.5,0.8166699497518732,12654.0,15219.0,17783.0,co,west,Very_Low,Very_Cheap,Very_Small
"arenac, mi",10386.0,10245.0,10527.0,1465.0,1324.0,1606.0,11851.0,0.877062245552723,14493.0,16475.5,18588.0,mi,midwest,Fair,Very_Cheap,Very_Small
"arkansas, ar",13027.0,12813.5,13240.5,2176.0,1962.5,2389.5,15203.0,0.8574591526631349,12831.25,14507.0,16307.25,ar,southeast,Low,Very_Cheap,Very_Small
"armstrong, pa",48494.0,48028.5,48959.5,5111.0,4645.5,5576.5,53605.0,0.9049940906660427,18552.0,20676.5,23020.5,pa,northeast,High,Expensive,Small
"aroostook, me",46017.5,45385.0,46650.0,7555.0,6922.5,8187.5,53572.5,0.8593272225460589,16859.645833333332,18717.5625,20745.895833333332,me,northeast,Low,Moderate,Small
"ascension, la",91624.0,90574.0,92674.0,12291.0,11241.0,13341.0,103915.0,0.8812559486995645,16765.333333333332,18594.333333333332,20667.333333333332,la,southeast,Fair,Cheap,Medium
"ashe, nc",16447.5,16091.0,16804.0,4218.5,3862.0,4575.0,20666.0,0.7962450311437383,14099.0,15864.333333333334,17787.666666666668,nc,southeast,Very_Low,Very_Cheap,Very_Small
"ashland, oh",37140.5,36666.5,37614.5,4932.0,4458.0,5406.0,42072.5,0.8828620764048019,16041.0,17661.5,19468.75,oh,midwest,Fair,Cheap,Small
"ashland, wi",11291.0,11152.0,11430.0,1326.5,1187.5,1465.5,12617.5,0.895159873567384,16030.25,17909.75,19981.5,wi,midwest,Fair,Cheap,Very_Small
"ashley, ar",14688.0,14455.0,14921.0,2344.0,2111.0,2577.0,17032.0,0.8630524652925173,14955.5,16792.5,18797.5,ar,southeast,Low,Very_Cheap,Very_Small
"ashtabula, oh",69998.0,69153.0,70843.0,9394.5,8549.5,10239.5,79392.5,0.8820791960478953,18125.333333333332,20183.527777777777,22419.19444444445,oh,midwest,Fair,Moderate,Medium
"asotin, wa",15510.5,15304.0,15717.0,1917.5,1711.0,2124.0,17428.0,0.8903416907263192,16573.0,18062.0,19671.333333333332,wa,west,Fair,Cheap,Very_Small
"atascosa, tx",32056.0,31369.0,32743.0,8836.5,8149.5,9523.5,40892.5,0.7835800692041536,15281.5,17016.0,18975.5,tx,southwest,Very_Low,Cheap,Small
"atchison, ks",11395.5,11248.0,11543.0,1363.5,1216.0,1511.0,12759.0,0.8934438921664267,16318.666666666666,18069.666666666668,20009.0,ks,midwest,Fair,Cheap,Very_Small
"atchison, mo",3518.0,3462.0,3574.0,559.0,503.0,615.0,4077.0,0.8631277684159846,13366.5,15379.5,17535.5,mo,midwest,Low,Very_Cheap,Very_Small
"athens, oh",42620.5,41965.5,43275.5,5988.0,5333.0,6643.0,48608.5,0.8768277498556818,16904.666666666668,18605.0,20437.666666666668,oh,midwest,Fair,Cheap,Small
"atoka, ok",8161.5,7963.5,8359.5,2458.5,2260.5,2656.5,10620.0,0.7687810107021561,14917.0,17009.5,19251.0,ok,southwest,Very_Low,Cheap,Very_Small
"attala, ms",12658.0,12401.0,12915.0,2743.5,2486.5,3000.5,15401.5,0.8221108671542632,14598.0,16273.0,18064.5,ms,southeast,Very_Low,Very_Cheap,Very_Small
"audrain, mo",16694.0,16418.5,16969.5,2870.0,2594.5,3145.5,19564.0,0.8532810453807369,17024.0,18593.25,20328.0,mo,midwest,Low,Cheap,Very_Small
"audubon, ia",3971.5,3926.5,4016.5,410.0,365.0,455.0,4381.5,0.9066962092515247,18125.0,21316.0,24412.0,ia,midwest,High,Expensive,Very_Small
"auglaize, oh",34769.0,34451.5,35086.5,3094.5,2777.0,3412.0,37863.5,0.9183618512968463,17105.5,18985.25,21002.25,oh,midwest,High,Moderate,Very_Small
"augusta, va",50244.5,49550.5,50938.5,7500.0,6806.0,8194.0,57744.5,0.8701953350166691,18644.5,19571.75,20536.0,va,southeast,Fair,Moderate,Small
"autauga, al",41924.0,41383.5,42464.5,5392.0,4851.5,5932.5,47316.0,0.8860918842603578,17327.666666666668,19317.0,21593.0,al,southeast,Fair,Moderate,Small
"avery, nc",9329.0,9106.5,9551.5,2508.0,2285.5,2730.5,11837.0,0.7886507764954609,13692.0,15246.5,16979.5,nc,southeast,Very_Low,Very_Cheap,Very_Small
"avoyelles, la",25972.0,25477.5,26466.5,6014.0,5519.5,6508.5,31986.0,0.8121680233902924,14529.5,15987.5,17518.0,la,southeast,Very_Low,Very_Cheap,Very_Small
"baca, co",2141.5,2088.0,2195.0,552.0,498.5,605.5,2693.5,0.7961902234232495,14577.0,16897.0,19242.0,co,west,Very_Low,Cheap,Very_Small
"bacon, ga",7252.0,7075.5,7428.5,2148.5,1972.0,2325.0,9400.5,0.7715520667488169,12913.5,14835.0,16978.5,ga,southeast,Very_Low,Very_Cheap,Very_Small
"baker, fl",18428.0,18130.5,18725.5,3087.5,2790.0,3385.0,21515.5,0.8564619806353124,10568.0,12787.0,15030.0,fl,southeast,Low,Very_Cheap,Very_Small
"baker, or",10135.5,9978.5,10292.5,1530.5,1373.5,1687.5,11666.0,0.8693987694268894,14966.666666666666,16698.666666666668,18675.666666666668,or,west,Fair,Very_Cheap,Very_Small
"baldwin, al",137149.5,135333.0,138966.0,23136.0,21319.5,24952.5,160285.5,0.8552112151220466,15759.083333333334,17189.083333333332,18687.833333333332,al,southeast,Low,Cheap,Very_Large
"baldwin, ga",28613.0,28025.0,29201.0,5793.0,5205.0,6381.0,34406.0,0.8320100723181774,15952.333333333334,17702.0,19596.0,ga,southeast,Low,Cheap,Very_Small
"bannock, id",61290.0,60433.0,62147.0,9742.5,8885.5,10599.5,71032.5,0.8629193014650696,18092.5,19470.0,20943.5,id,west,Low,Moderate,Small
"baraga, mi",5296.0,5213.5,5378.5,806.5,724.0,889.0,6102.5,0.8685083231647432,13532.0,15951.5,18507.5,mi,midwest,Fair,Very_Cheap,Very_Small
"barber, ks",3383.0,3329.5,3436.5,504.0,450.5,557.5,3887.0,0.8706000377983862,14656.0,16655.0,18698.0,ks,midwest,Fair,Very_Cheap,Very_Small
"barbour, al",16150.0,15859.5,16440.5,2958.0,2667.5,3248.5,19108.0,0.845706925029144,11930.0,13508.5,15260.0,al,southeast,Low,Very_Cheap,Very_Small
"barnes, nd",7679.5,7584.5,7774.5,840.0,745.0,935.0,8519.5,0.9015168662944031,14383.5,16689.0,19248.5,nd,midwest,Fair,Very_Cheap,Very_Small
"barnstable, ma",146428.5,145716.5,147140.5,6266.0,5554.0,6978.0,152694.5,0.9590376016341875,19428.125,20378.875,21361.5,ma,northeast,Very_High,Moderate,Very_Large
"barren, ky",31290.0,30857.5,31722.5,4378.0,3945.5,4810.5,35668.0,0.8771166393778466,18627.5,19906.25,21316.25,ky,southeast,Fair,Moderate,Very_Small
"barron, wi",32773.5,32444.0,33103.0,3418.0,3088.5,3747.5,36191.5,0.9057197970834994,15434.166666666666,17299.916666666668,19235.833333333332,wi,midwest,High,Cheap,Very_Small
"barrow, ga",52415.5,51456.0,53375.0,12803.0,11843.5,13762.5,65218.5,0.8031222126713187,14131.0,15945.0,17822.5,ga,southeast,Very_Low,Very_Cheap,Small
"barry, mi",44257.5,43834.0,44681.0,4353.5,3930.0,4777.0,48611.0,0.9105412710308098,15041.0,16255.666666666666,17523.0,mi,midwest,High,Very_Cheap,Small
"barry, mo",22676.0,22205.0,23147.0,5567.5,5096.5,6038.5,28243.5,0.8029789255327124,14721.5,17045.5,19425.5,mo,midwest,Very_Low,Cheap,Very_Small
"bartholomew, in",59081.0,58321.0,59841.0,8504.5,7744.5,9264.5,67585.5,0.8739416076254183,18486.5,19663.25,20891.5,in,midwest,Fair,Moderate,Small
"barton, ks",18781.5,18472.5,19090.5,3325.5,3016.5,3634.5,22107.0,0.8498671841810268,16897.166666666668,18971.0,21212.722222222223,ks,midwest,Low,Moderate,Very_Small
"barton, mo",8124.5,7969.5,8279.5,1646.0,1491.0,1801.0,9770.5,0.8319951574070167,17012.666666666668,18848.333333333332,20933.0,mo,midwest,Low,Moderate,Very_Small
"bartow, ga",71728.0,70476.0,72980.0,16697.5,15445.5,17949.5,88425.5,0.8111173419991187,18086.0,19473.75,20975.5,ga,southeast,Very_Low,Moderate,Medium
"bastrop, tx",49815.5,48759.0,50872.0,15537.0,14480.5,16593.5,65352.5,0.7614332127081482,14200.0,16804.0,19214.0,tx,southwest,Very_Low,Very_Cheap,Small
"bates, mo",11064.5,10866.5,11262.5,2130.0,1932.0,2328.0,13194.5,0.8386743127932945,15663.666666666666,17590.666666666668,19739.666666666668,mo,midwest,Low,Cheap,Very_Small
"bath, va",2932.0,2881.5,2982.5,468.5,418.0,519.0,3400.5,0.8630252500819977,15840.5,18343.5,21124.0,va,southeast,Low,Cheap,Very_Small
"baxter, ar",24418.5,24024.0,24813.0,4127.5,3733.0,4522.0,28546.0,0.8555741721846502,18504.75,19545.25,20606.75,ar,southeast,Low,Moderate,Very_Small
"bay, mi",78116.5,77341.5,78891.5,8267.0,7492.0,9042.0,86383.5,0.9046707351436037,19071.5,20050.0,21050.25,mi,midwest,High,Moderate,Medium
"baylor, tx",2063.0,2004.5,2121.5,648.5,590.0,707.0,2711.5,0.7608571821066534,13123.0,15007.0,17166.5,tx,southwest,Very_Low,Very_Cheap,Very_Small
"beadle, sd",12666.5,12448.5,12884.5,2260.0,2042.0,2478.0,14926.5,0.8485735020892209,15147.0,17046.666666666668,19100.0,sd,midwest,Low,Cheap,Very_Small
"bear lake, id",4029.0,3956.0,4102.0,720.0,647.0,793.0,4749.0,0.848665841316351,17834.5,20405.0,23091.5,id,west,Low,Moderate,Very_Small
"beaufort, nc",30981.5,30447.0,31516.0,6135.5,5601.0,6670.0,37117.0,0.834920927351027,16247.0,17429.666666666668,18669.0,nc,southeast,Low,Cheap,Very_Small
"beauregard, la",24891.0,24469.5,25312.5,5019.5,4598.0,5441.0,29910.5,0.8321556508769901,16602.0,18600.0,20650.0,la,southeast,Low,Cheap,Very_Small
"beaver, ok",3573.5,3491.0,3656.0,946.0,863.5,1028.5,4519.5,0.7912308546439344,14540.0,17520.0,20511.0,ok,southwest,Very_Low,Cheap,Very_Small
"beaver, pa",124032.0,123122.0,124942.0,10249.5,9339.5,11159.5,134281.5,0.9238479929267993,20314.75,21848.75,23469.25,pa,northeast,High,Expensive,Large
"beaverhead, mt",5676.0,5541.0,5811.0,1362.0,1227.0,1497.0,7038.0,0.8068881509601279,14340.666666666666,16252.666666666666,18320.0,mt,west,Very_Low,Very_Cheap,Very_Small
"becker, mn",24191.5,23963.5,24419.5,2466.5,2238.5,2694.5,26658.0,0.9075669082895149,15173.0,16883.333333333332,18797.666666666668,mn,midwest,High,Cheap,Very_Small
"beckham, ok",15668.0,15362.5,15973.5,3277.0,2971.5,3582.5,18945.0,0.8270155060219839,18472.0,20506.333333333332,22779.333333333332,ok,southwest,Very_Low,Expensive,Very_Small
"bedford, pa",34439.5,34065.0,34814.0,4093.0,3718.5,4467.5,38532.5,0.8940313324841467,14736.0,16708.5,18790.0,pa,northeast,Fair,Very_Cheap,Very_Small
"bedford, tn",31834.5,31205.0,32464.0,7607.0,6977.5,8236.5,39441.5,0.8069001749893965,14137.0,15824.5,17597.0,tn,southeast,Very_Low,Very_Cheap,Small
"bedford, va",52368.0,51734.0,53002.0,7042.0,6408.0,7676.0,59410.0,0.8806499870415381,14109.5,15540.5,17110.5,va,southeast,Fair,Very_Cheap,Small
"bee, tx",17147.0,16760.0,17534.0,4421.0,4034.0,4808.0,21568.0,0.7950680424472352,15637.0,17546.0,19572.5,tx,southwest,Very_Low,Cheap,Very_Small
"belknap, nh",42529.0,41986.5,43071.5,5709.5,5167.0,6252.0,48238.5,0.8818484191989582,18474.0,19960.0,21533.25,nh,northeast,Fair,Moderate,Small
"bell, ky",19100.5,18799.5,19401.5,2945.5,2644.5,3246.5,22046.0,0.8675338767444734,13758.916666666668,15250.583333333334,16862.5,ky,southeast,Fair,Very_Cheap,Very_Small
"belmont, oh",47717.0,47209.5,48224.5,5457.5,4950.0,5965.0,53174.5,0.8976568739548559,16079.25,18034.125,20151.875,oh,midwest,Fair,Cheap,Small
"beltrami, mn",33019.5,32603.5,33435.5,4269.5,3853.5,4685.5,37289.0,0.8857426404939079,16242.5,17572.0,18991.5,mn,midwest,Fair,Cheap,Very_Small
"ben hill, ga",11821.0,11557.0,12085.0,2758.0,2494.0,3022.0,14579.0,0.8110997088534306,14021.5,16008.0,18280.5,ga,southeast,Very_Low,Very_Cheap,Very_Small
"benewah, id",5734.0,5614.0,5854.0,1321.0,1201.0,1441.0,7055.0,0.813002244907046,10185.0,12552.0,14821.0,id,west,Very_Low,Very_Cheap,Very_Small
"bennington, vt",25669.0,25430.5,25907.5,2032.5,1794.0,2271.0,27701.5,0.926902431711523,16807.25,18232.75,19796.0,vt,northeast,High,Cheap,Very_Small
"benton, ia",19854.0,19701.5,20006.5,1418.5,1266.0,1571.0,21272.5,0.9333728347594765,14465.0,16806.0,19361.0,ia,midwest,High,Very_Cheap,Very_Small
"benton, or",63101.5,62313.5,63889.5,7233.0,6445.0,8021.0,70334.5,0.8970722219135847,16258.0,17423.0,18676.25,or,west,Fair,Cheap,Small
"benton, tn",10459.0,10261.5,10656.5,2045.5,1848.0,2243.0,12504.5,0.8366238131095012,16168.0,18581.0,21033.0,tn,southeast,Low,Cheap,Very_Small
"benton, wa",141767.5,140232.0,143303.0,18979.0,17443.5,20514.5,160746.5,0.881476747713873,16455.25,18114.0,19903.916666666668,wa,west,Fair,Cheap,Very_Large
"berkeley, wv",83439.5,82428.0,84451.0,10982.0,9970.5,11993.5,94421.5,0.8832160937577377,17448.25,18646.75,19915.0,wv,southeast,Fair,Cheap,Medium
"berkshire, ma",93731.5,93286.5,94176.5,3723.0,3278.0,4168.0,97454.5,0.9618657130461087,19036.625,20735.166666666664,22567.166666666664,ma,northeast,Very_High,Expensive,Medium
"berrien, ga",12426.0,12131.0,12721.0,3419.0,3124.0,3714.0,15845.0,0.7844976598679154,10873.0,13035.0,15169.0,ga,southeast,Very_Low,Very_Cheap,Very_Small
"berrien, mi",110252.5,109070.5,111434.5,14851.0,13669.0,16033.0,125103.5,0.8815406843895937,16902.0,18210.125,19574.375,mi,midwest,Fair,Cheap,Large
"bertie, nc",12746.0,12524.0,12968.0,2249.5,2027.5,2471.5,14995.5,0.850578670885231,13259.0,15225.5,17341.5,nc,southeast,Low,Very_Cheap,Very_Small
"bethel, ak",12037.0,11745.0,12329.0,4269.0,3977.0,4561.0,16306.0,0.7381091987553828,11474.0,13271.5,15279.0,ak,west,Very_Low,Very_Cheap,Very_Small
"bibb, al",14872.5,14623.5,15121.5,2314.0,2065.0,2563.0,17186.5,0.8654427521632252,12844.0,14848.0,16978.0,al,southeast,Fair,Very_Cheap,Very_Small
"bienville, la",9262.5,9088.5,9436.5,1872.5,1698.5,2046.5,11135.0,0.8321553158499385,15933.0,18790.0,21722.0,la,southeast,Low,Moderate,Very_Small
"big horn, mt",8453.5,8219.0,8688.0,2910.0,2675.5,3144.5,11363.5,0.7439787116471838,16666.0,19707.0,22527.0,mt,west,Very_Low,Moderate,Very_Small
"big horn, wy",7711.0,7541.5,7880.5,1853.0,1683.5,2022.5,9564.0,0.8062871731696549,11949.0,13909.0,15797.0,wy,west,Very_Low,Very_Cheap,Very_Small
"big stone, mn",3435.0,3401.0,3469.0,307.5,273.5,341.5,3742.5,0.9180812625706685,14169.0,16977.0,19662.0,mn,midwest,High,Cheap,Very_Small
"bingham, id",31413.5,30811.0,32016.0,7443.0,6840.5,8045.5,38856.5,0.8086982624215795,15044.666666666666,16608.333333333332,18284.0,id,west,Very_Low,Very_Cheap,Small
"black hawk, ia",99723.5,98821.0,100626.0,8847.0,7944.5,9749.5,108570.5,0.9185080328592308,18104.916666666668,19562.027777777777,21123.527777777777,ia,midwest,High,Moderate,Medium
"blackford, in",8478.5,8347.0,8610.0,1328.5,1197.0,1460.0,9807.0,0.8650186415927119,17414.5,19935.5,22727.0,in,midwest,Low,Moderate,Very_Small
"bladen, nc",22667.0,22227.5,23106.5,5140.5,4701.0,5580.0,27807.5,0.8154470400031741,14120.5,16210.5,18549.5,nc,southeast,Very_Low,Very_Cheap,Very_Small
"blaine, id",14278.0,13955.5,14600.5,3765.0,3442.5,4087.5,18043.0,0.7914536615210733,17592.5,19529.0,21393.5,id,west,Very_Low,Moderate,Very_Small
"blaine, ok",6363.0,6225.5,6500.5,1595.0,1457.5,1732.5,7958.0,0.7994462229944888,17467.0,20484.0,23515.0,ok,southwest,Very_Low,Expensive,Very_Small
"blair, pa",91135.5,90326.0,91945.0,8633.0,7823.5,9442.5,99768.5,0.9136816039613846,17197.916666666668,18829.05555555556,20574.05555555556,pa,northeast,High,Moderate,Medium
"bleckley, ga",8023.0,7871.5,8174.5,1515.5,1364.0,1667.0,9538.5,0.8410784243920982,15523.0,18237.0,20993.0,ga,southeast,Low,Cheap,Very_Small
"blount, al",40212.0,39571.0,40853.0,7555.5,6914.5,8196.5,47767.5,0.8419958301020584,16692.0,18869.5,21374.5,al,southeast,Low,Moderate,Small
"blount, tn",88520.0,87395.0,89645.0,13065.5,11940.5,14190.5,101585.5,0.8713355134957226,17583.5,18681.0,19830.0,tn,southeast,Fair,Moderate,Medium
"blue earth, mn",50168.5,49712.0,50625.0,3733.0,3276.5,4189.5,53901.5,0.9306408453728059,18204.0,19547.0,20950.5,mn,midwest,High,Moderate,Small
"bolivar, ms",22697.0,22252.5,23141.5,4794.5,4350.0,5239.0,27491.5,0.8262187330292695,15703.5,17100.5,18561.0,ms,southeast,Very_Low,Cheap,Very_Small
"bon homme, sd",3735.5,3674.5,3796.5,588.0,527.0,649.0,4323.5,0.8640969965803983,16919.5,20064.0,23215.5,sd,midwest,Low,Moderate,Very_Small
"bond, il",11425.0,11304.5,11545.5,1093.5,973.0,1214.0,12518.5,0.9130981547783887,14370.5,16208.0,18150.5,il,midwest,High,Very_Cheap,Very_Small
"bonner, id",26698.0,26217.0,27179.0,5453.0,4972.0,5934.0,32151.0,0.8303318088098631,16027.0,17851.333333333332,19797.0,id,west,Low,Cheap,Very_Small
"bonneville, id",80808.0,79683.0,81933.0,14006.5,12881.5,15131.5,94814.5,0.852029476478763,19220.125,20179.875,21202.625,id,west,Low,Moderate,Medium
"boone, ar",25482.0,25073.5,25890.5,4275.0,3866.5,4683.5,29757.0,0.85671805200263,17529.0,19101.75,20899.25,ar,southeast,Low,Moderate,Very_Small
