County_State,Number_Insured,NInsured_CI_LowerBound,NInsured_CI_UpperBound,Number_Uninsured,NUninsured_CI_LowerBound,NUninsured_CI_UpperBound,Population,Insured_rate,Lower_Payment_Est,Ave_Payment,Higher_Payment_Est,State,Regions,Insured_rate_EqWidth,Ave_Payment_EqWidth,Pop_EqWidth
"saint james, la",15662.5,15426.0,15899.0,2552.5,2316.0,2789.0,18215.0,0.8601957563948608,15823.0,18581.0,21375.0,la,southeast,Low,Cheap,Very_Small
"saint johns, fl",153985.5,152251.0,155720.0,22448.5,20714.0,24183.0,176434.0,0.8717735617736899,19431.5,20466.75,21542.75,fl,southeast,Fair,Expensive,Very_Large
"saint joseph, mi",44966.5,44442.5,45490.5,5682.0,5158.0,6206.0,50648.5,0.8879589836194273,14954.583333333332,16626.916666666664,18401.833333333336,mi,midwest,Fair,Very_Cheap,Small
"saint landry, la",59010.0,58036.5,59983.5,11690.0,10716.5,12663.5,70700.0,0.8346760918732155,19870.25,21281.5,22735.25,la,southeast,Low,Expensive,Small
"saint lawrence, ny",75947.0,75210.0,76684.0,7941.0,7204.0,8678.0,83888.0,0.9056398010574696,15329.125,17110.1875,19045.375,ny,northeast,High,Cheap,Medium
"saint louis, mn",148233.5,147219.0,149248.0,11461.5,10447.0,12476.0,159695.0,0.9283519465792496,17038.85,18884.56666666667,20805.733333333334,mn,midwest,High,Moderate,Very_Large
"saint martin, la",37861.5,37177.5,38545.5,7840.0,7156.0,8524.0,45701.5,0.8283599435705886,18643.0,21421.0,24220.0,la,southeast,Very_Low,Expensive,Small
"saint mary, la",35829.5,35127.5,36531.5,9035.0,8333.0,9737.0,44864.5,0.7989183642567343,16735.333333333332,18992.5,21362.25,la,southeast,Very_Low,Moderate,Small
"salem, nj",47497.5,46980.5,48014.5,5582.5,5065.5,6099.5,53080.0,0.8952154962138064,18583.458333333336,20390.541666666664,22338.291666666664,nj,northeast,Fair,Moderate,Small
"saline, ar",84257.5,83282.5,85232.5,11140.5,10165.5,12115.5,95398.0,0.8828362068418368,17821.0,19195.5,20622.0,ar,southeast,Fair,Moderate,Medium
"saline, il",17691.5,17490.5,17892.5,1836.0,1635.0,2037.0,19527.5,0.906436964247432,12959.0,14433.25,16029.5,il,midwest,High,Very_Cheap,Very_Small
"saline, ks",40142.0,39593.0,40691.0,5774.0,5225.0,6323.0,45916.0,0.8743387959256106,19084.5,20087.75,21127.875,ks,midwest,Fair,Moderate,Small
"saline, mo",15485.5,15228.0,15743.0,2767.5,2510.0,3025.0,18253.0,0.8484827188823938,16035.833333333334,18475.333333333336,20990.0,mo,midwest,Low,Cheap,Very_Small
"saline, ne",9631.5,9470.0,9793.0,1640.0,1478.5,1801.5,11271.5,0.8546177704772256,14345.0,16498.0,18787.0,ne,midwest,Low,Very_Cheap,Very_Small
"sampson, nc",41625.5,40786.5,42464.5,11290.5,10451.5,12129.5,52916.0,0.7869094173539583,17051.5,18774.5,20703.5,nc,southeast,Very_Low,Moderate,Small
"san benito, ca",43639.0,42992.5,44285.5,7540.5,6894.0,8187.0,51179.5,0.8524196870486207,15910.75,17742.75,19744.0,ca,west,Low,Cheap,Small
"san juan, nm",83391.5,81951.0,84832.0,21738.5,20298.0,23179.0,105130.0,0.794956728854622,14394.0,15622.75,16980.0,nm,southwest,Very_Low,Very_Cheap,Medium
"san juan, ut",10490.0,10254.0,10726.0,2671.0,2435.0,2907.0,13161.0,0.7969540683480826,14007.25,16241.5,18451.75,ut,west,Very_Low,Very_Cheap,Very_Small
"san miguel, nm",18582.0,18225.0,18939.0,3501.5,3144.5,3858.5,22083.5,0.8425827768754519,12753.0,14211.0,15770.0,nm,southwest,Low,Very_Cheap,Very_Small
"san patricio, tx",45233.0,44381.0,46085.0,11526.5,10674.5,12378.5,56759.5,0.7968417802188559,13705.5,15576.5,17669.5,tx,southwest,Very_Low,Very_Cheap,Small
"sanders, mt",6033.5,5851.5,6215.5,2142.5,1960.5,2324.5,8176.0,0.7387859623597879,10518.0,12716.0,14876.0,mt,west,Very_Low,Very_Cheap,Very_Small
"sandoval, nm",99890.5,98634.5,101146.5,16599.5,15343.5,17855.5,116490.0,0.8574262540290539,16378.0,18117.333333333332,19989.666666666668,nm,southwest,Low,Cheap,Large
"sandusky, oh",44383.5,43905.5,44861.5,4830.0,4352.0,5308.0,49213.5,0.9021389170329106,17685.666666666664,19674.833333333336,21936.625,oh,midwest,High,Moderate,Small
"sangamon, il",153229.5,152133.0,154326.0,12490.0,11393.5,13586.5,165719.5,0.9248050028347174,18319.25,19168.875,20038.875,il,midwest,High,Moderate,Very_Large
"sanilac, mi",29230.5,28863.0,29598.0,4106.5,3739.0,4474.0,33337.0,0.877224241780995,13576.0,15681.75,17973.5,mi,midwest,Fair,Very_Cheap,Very_Small
"sanpete, ut",18647.0,18286.0,19008.0,3728.5,3367.5,4089.5,22375.5,0.8332266782271489,12776.75,14991.5,17305.5,ut,west,Low,Very_Cheap,Very_Small
"santa fe, nm",94124.0,92623.5,95624.5,22444.5,20944.0,23945.0,116568.5,0.8079305032932067,16599.5,17663.75,18769.75,nm,southwest,Very_Low,Cheap,Large
"santa rosa, fl",114293.0,112702.0,115884.0,20087.0,18496.0,21678.0,134380.0,0.8500851227049788,15823.333333333334,17602.083333333332,19525.166666666668,fl,southeast,Low,Cheap,Large
"sarpy, ne",143263.5,142245.0,144282.0,11239.5,10221.0,12258.0,154503.0,0.9269748532052446,18203.125,20093.125,22166.375,ne,midwest,High,Moderate,Very_Large
"sauk, wi",47237.0,46771.5,47702.5,4971.5,4506.0,5437.0,52208.5,0.9048409487156763,15224.666666666666,16710.944444444445,18326.833333333332,wi,midwest,High,Very_Cheap,Small
"saunders, ne",15694.0,15544.0,15844.0,1457.5,1307.5,1607.5,17151.5,0.915037576862955,16463.0,19158.0,21789.0,ne,midwest,High,Moderate,Very_Small
"sawyer, wi",10756.0,10608.5,10903.5,1558.5,1411.0,1706.0,12314.5,0.8737861925865744,13596.0,15555.0,17601.0,wi,midwest,Fair,Very_Cheap,Very_Small
"schenectady, ny",118227.0,117308.0,119146.0,9782.0,8863.0,10701.0,128009.0,0.9236766918641515,17311.5,18226.25,19188.25,ny,northeast,High,Cheap,Large
"schoharie, ny",22342.0,22124.0,22560.0,2081.5,1863.5,2299.5,24423.5,0.9151494881463056,12812.0,14498.5,16375.0,ny,northeast,High,Very_Cheap,Very_Small
"schoolcraft, mi",5407.0,5327.0,5487.0,789.0,709.0,869.0,6196.0,0.8731613784627494,15823.666666666666,17813.333333333332,20082.333333333332,mi,midwest,Fair,Cheap,Very_Small
"schuyler, il",5188.0,5119.0,5257.0,643.0,574.0,712.0,5831.0,0.8911482226341114,15689.5,18183.5,20950.5,il,midwest,Fair,Cheap,Very_Small
"schuyler, ny",13350.5,13209.5,13491.5,1274.0,1133.0,1415.0,14624.5,0.9131046029053637,13422.0,14852.0,16295.0,ny,northeast,High,Very_Cheap,Very_Small
"schuylkill, pa",100928.5,100017.5,101839.5,11134.0,10223.0,12045.0,112062.5,0.9009102719291171,18450.25,20280.25,22296.083333333332,pa,northeast,Fair,Moderate,Medium
"scotland, mo",3162.0,3084.0,3240.0,785.5,707.5,863.5,3947.5,0.8011314484545327,17890.5,20438.0,23131.0,mo,midwest,Very_Low,Moderate,Very_Small
"scotland, nc",23201.0,22788.0,23614.0,4603.0,4190.0,5016.0,27804.0,0.8348854229571587,16523.25,17809.5,19237.25,nc,southeast,Low,Cheap,Very_Small
"scott, ar",6968.5,6806.5,7130.5,1706.0,1544.0,1868.0,8674.5,0.804577148467895,13863.0,16150.5,18765.5,ar,southeast,Very_Low,Very_Cheap,Very_Small
"scott, ia",133919.0,132960.5,134877.5,10209.5,9251.0,11168.0,144128.5,0.9291621316529688,18179.375,19462.875,20844.375,ia,midwest,High,Moderate,Large
"scott, in",17208.0,16940.0,17476.0,2701.0,2433.0,2969.0,19909.0,0.8646258802912862,15120.0,16839.0,18659.5,in,midwest,Low,Very_Cheap,Very_Small
"scott, ks",3433.0,3371.0,3495.0,635.0,573.0,697.0,4068.0,0.8442813907002464,16935.5,19511.5,22361.0,ks,midwest,Low,Moderate,Very_Small
"scott, ky",40034.5,39608.5,40460.5,4335.0,3909.0,4761.0,44369.5,0.901398453718939,14631.0,16333.5,18195.0,ky,southeast,Fair,Very_Cheap,Small
"scott, mn",118621.0,117921.0,119321.0,7372.0,6672.0,8072.0,125993.0,0.941219934467716,15827.333333333332,17822.166666666668,19997.166666666664,mn,midwest,Very_High,Cheap,Large
"scott, ms",18601.5,18128.0,19075.0,5680.5,5207.0,6154.0,24282.0,0.7662541793686168,13929.5,16172.0,18627.0,ms,southeast,Very_Low,Very_Cheap,Very_Small
"scotts bluff, ne",25667.0,25292.5,26041.5,3866.5,3492.0,4241.0,29533.5,0.8692961778500005,18332.0,19947.0,21649.0,ne,midwest,Fair,Moderate,Very_Small
"screven, ga",9385.0,9192.5,9577.5,2120.0,1927.5,2312.5,11505.0,0.8160850118823578,12670.0,15421.0,18177.0,ga,southeast,Very_Low,Very_Cheap,Very_Small
"scurry, tx",10607.5,10363.5,10851.5,2856.5,2612.5,3100.5,13464.0,0.7876789618368114,13333.0,15860.0,18324.0,tx,southwest,Very_Low,Very_Cheap,Very_Small
"sebastian, ar",89018.0,87575.0,90461.0,18317.0,16874.0,19760.0,107335.0,0.8294602923434523,19929.875,20944.875,22029.5,ar,southeast,Low,Expensive,Medium
"sedgwick, co",1499.0,1468.5,1529.5,288.5,258.0,319.0,1787.5,0.8385875368839582,12361.0,15332.0,18138.0,co,west,Low,Very_Cheap,Very_Small
"seminole, ga",5566.5,5444.5,5688.5,1317.0,1195.0,1439.0,6883.5,0.8095016843464438,11361.0,13125.0,15055.5,ga,southeast,Very_Low,Very_Cheap,Very_Small
"seminole, ok",16279.0,15946.0,16612.0,4330.0,3997.0,4663.0,20609.0,0.7898965693287947,15146.5,17128.5,19237.5,ok,southwest,Very_Low,Cheap,Very_Small
"seneca, oh",40024.0,39580.5,40467.5,4562.0,4118.5,5005.5,44586.0,0.8979407877833279,16059.0,17664.666666666664,19385.166666666664,oh,midwest,Fair,Cheap,Small
"sequoyah, ok",26671.5,26138.5,27204.5,7156.0,6623.0,7689.0,33827.5,0.7886687796082315,15230.0,17333.0,19756.0,ok,southwest,Very_Low,Cheap,Very_Small
"sevier, ar",11027.5,10729.0,11326.0,3767.5,3469.0,4066.0,14795.0,0.74564978610343,15659.5,17792.5,20170.0,ar,southeast,Very_Low,Cheap,Very_Small
"sevier, ut",14850.0,14603.0,15097.0,2507.0,2260.0,2754.0,17357.0,0.8555690749783195,16749.333333333332,18805.666666666668,21096.333333333332,ut,west,Low,Moderate,Very_Small
"seward, ks",16183.5,15797.0,16570.0,4499.0,4112.5,4885.5,20682.5,0.7827262161762187,15764.666666666666,17533.0,19387.0,ks,midwest,Very_Low,Cheap,Very_Small
"seward, ne",12055.0,11944.5,12165.5,1017.5,907.0,1128.0,13072.5,0.9221309918941629,18187.5,20531.0,23029.0,ne,midwest,High,Expensive,Very_Small
"sharkey, ms",3153.0,3080.0,3226.0,737.0,664.0,810.0,3890.0,0.8109893589079966,12553.5,14768.5,17110.0,ms,southeast,Very_Low,Very_Cheap,Very_Small
"shasta, ca",124244.5,122732.5,125756.5,19103.5,17591.5,20615.5,143348.0,0.8670274981732591,16832.416666666668,18309.833333333332,19888.833333333332,ca,west,Fair,Cheap,Large
"shawano, wi",29182.5,28861.0,29504.0,3582.0,3260.5,3903.5,32764.5,0.8909041932275996,15613.333333333334,17586.666666666668,19780.0,wi,midwest,Fair,Cheap,Very_Small
"shawnee, ks",129820.5,128442.0,131199.0,16957.5,15579.0,18336.0,146778.0,0.8846150147385066,18980.25,20068.5,21226.5,ks,midwest,Fair,Moderate,Large
"sheboygan, wi",86731.5,86040.5,87422.5,7501.0,6810.0,8192.0,94232.5,0.920431847233649,16999.458333333336,18602.666666666664,20333.0,wi,midwest,High,Cheap,Medium
"shelby, al",158463.5,157023.5,159903.5,18044.0,16604.0,19484.0,176507.5,0.8975948911735938,18684.25,19931.0,21270.0,al,southeast,Fair,Moderate,Very_Large
"shelby, ia",8570.0,8497.5,8642.5,652.0,579.5,724.5,9222.0,0.9293356800011965,16944.5,18909.5,21004.0,ia,midwest,High,Moderate,Very_Small
"shelby, il",15815.5,15651.0,15980.0,1576.5,1412.0,1741.0,17392.0,0.909757334302161,14157.0,15995.0,17917.5,il,midwest,High,Very_Cheap,Very_Small
"shelby, in",32259.0,31794.0,32724.0,4959.0,4494.0,5424.0,37218.0,0.8669824915818927,16519.666666666668,17926.333333333332,19487.333333333332,in,midwest,Fair,Cheap,Very_Small
"shelby, ky",32350.5,31885.5,32815.5,5031.5,4566.5,5496.5,37382.0,0.864682105472653,16527.5,18484.5,20467.0,ky,southeast,Low,Cheap,Very_Small
"shelby, oh",37886.0,37531.5,38240.5,3639.5,3285.0,3994.0,41525.5,0.9125556466694666,17372.333333333332,19004.0,20753.0,oh,midwest,High,Moderate,Small
"shenandoah, va",29013.0,28557.0,29469.0,5103.0,4647.0,5559.0,34116.0,0.8504215685510936,16844.666666666668,18171.333333333332,19567.666666666668,va,southeast,Low,Cheap,Very_Small
"sherburne, mn",75510.5,75045.5,75975.5,4492.5,4027.5,4957.5,80003.0,0.9437672416374663,16242.333333333334,18550.0,21018.0,mn,midwest,Very_High,Cheap,Medium
"sheridan, ks",1662.5,1631.5,1693.5,289.0,258.0,320.0,1951.5,0.851964991530209,16559.0,19269.0,22079.0,ks,midwest,Low,Moderate,Very_Small
"sheridan, mt",2454.0,2409.5,2498.5,443.0,398.5,487.5,2897.0,0.8468351112000838,15660.0,18611.0,21714.0,mt,west,Low,Cheap,Very_Small
"sheridan, wy",20527.5,20212.5,20842.5,3294.5,2979.5,3609.5,23822.0,0.8618178927863794,16619.5,18355.75,20242.5,wy,west,Low,Cheap,Very_Small
"sherman, ks",4103.0,4025.5,4180.5,729.0,651.5,806.5,4832.0,0.8495530373919868,15819.0,18351.5,21085.5,ks,midwest,Low,Cheap,Very_Small
"shiawassee, mi",51320.5,50788.0,51853.0,5579.5,5047.0,6112.0,56900.0,0.9021893661324722,16035.333333333334,17398.0,18875.0,mi,midwest,High,Cheap,Small
"shoshone, id",8246.0,8102.0,8390.0,1481.5,1337.5,1625.5,9727.5,0.8481559231644344,16220.0,18955.0,21684.0,id,west,Low,Moderate,Very_Small
"sierra, nm",6178.0,6040.0,6316.0,1310.5,1172.5,1448.5,7488.5,0.826691405742497,12018.0,13403.0,14801.0,nm,southwest,Very_Low,Very_Cheap,Very_Small
"silver bow, mt",23683.5,23281.5,24085.5,4161.5,3759.5,4563.5,27845.0,0.8506511504703564,17476.25,19068.75,20808.25,mt,west,Low,Moderate,Very_Small
"simpson, ky",13193.0,13019.0,13367.0,1623.0,1449.0,1797.0,14816.0,0.8903692252100762,15498.5,17416.5,19468.5,ky,southeast,Fair,Cheap,Very_Small
"simpson, ms",18355.0,17958.5,18751.5,4358.0,3961.5,4754.5,22713.0,0.8083937041892035,13377.0,15238.5,17118.25,ms,southeast,Very_Low,Very_Cheap,Very_Small
"sioux, ia",24887.0,24606.0,25168.0,2684.0,2403.0,2965.0,27571.0,0.9025637388355565,14097.416666666666,16455.583333333332,18774.833333333332,ia,midwest,High,Very_Cheap,Very_Small
"siskiyou, ca",28431.0,28012.5,28849.5,4970.5,4552.0,5389.0,33401.5,0.8520084246916264,14606.333333333332,16232.833333333332,18023.833333333336,ca,west,Low,Very_Cheap,Very_Small
"skagit, wa",83210.0,82163.5,84256.5,13802.0,12755.5,14848.5,97012.0,0.8575657783086232,15760.583333333334,17286.0,18927.0,wa,west,Low,Cheap,Medium
"smith, ks",2339.0,2301.0,2377.0,362.5,324.5,400.5,2701.5,0.8658908151579203,13016.0,15021.5,17169.0,ks,midwest,Fair,Very_Cheap,Very_Small
"smith, tn",14109.0,13906.0,14312.0,2026.0,1823.0,2229.0,16135.0,0.8744089835605058,14300.0,16186.5,18144.5,tn,southeast,Fair,Very_Cheap,Very_Small
"smyth, va",21728.0,21406.5,22049.5,3290.0,2968.5,3611.5,25018.0,0.8688372647362397,17548.25,19560.0,21707.25,va,southeast,Fair,Moderate,Very_Small
"socorro, nm",11287.5,11034.5,11540.5,2648.5,2395.5,2901.5,13936.0,0.8107897456437034,11976.0,14461.0,16890.0,nm,southwest,Very_Low,Very_Cheap,Very_Small
"somerset, md",14914.5,14675.0,15154.0,2093.0,1853.5,2332.5,17007.5,0.8772526176344859,12003.0,14303.0,16720.5,md,southeast,Fair,Very_Cheap,Very_Small
"somerset, me",35763.5,35257.5,36269.5,5294.0,4788.0,5800.0,41057.5,0.871365529328969,15519.75,17290.75,19205.875,me,northeast,Fair,Cheap,Small
"somerset, pa",50196.0,49651.5,50740.5,6274.5,5730.0,6819.0,56470.5,0.889292227937607,16489.916666666668,19042.083333333332,21757.583333333332,pa,northeast,Fair,Moderate,Small
"somervell, tx",5667.5,5542.0,5793.0,1433.5,1308.0,1559.0,7101.0,0.7982470583008945,13965.0,15872.0,18008.0,tx,southwest,Very_Low,Very_Cheap,Very_Small
"spalding, ga",43481.0,42668.5,44293.5,9413.5,8601.0,10226.0,52894.5,0.822225057031946,17856.5,19256.25,20735.25,ga,southeast,Very_Low,Moderate,Small
"spink, sd",4490.5,4426.0,4555.0,604.0,539.5,668.5,5094.5,0.8814231405650363,12587.0,14846.0,17242.0,sd,midwest,Fair,Very_Cheap,Very_Small
"spotsylvania, va",99219.5,98159.0,100280.0,13428.5,12368.0,14489.0,112648.0,0.8806805596951005,17984.25,19796.5,21745.25,va,southeast,Fair,Moderate,Medium
"stafford, va",111416.0,110429.0,112403.0,10978.0,9991.0,11965.0,122394.0,0.9100632368907922,18244.0,20180.0,22265.5,va,southeast,High,Moderate,Large
"stanly, nc",41105.5,40472.0,41739.0,7540.5,6907.0,8174.0,48646.0,0.8451408333434068,17843.75,19276.5,20823.0,nc,southeast,Low,Moderate,Small
"stark, nd",23651.5,23382.0,23921.0,2318.0,2048.5,2587.5,25969.5,0.9096653911228364,15629.5,17594.5,19781.0,nd,midwest,High,Cheap,Very_Small
"starke, in",16300.0,16036.0,16564.0,2832.0,2568.0,3096.0,19132.0,0.8522780118893929,13880.5,15882.5,17955.5,in,midwest,Low,Very_Cheap,Very_Small
"stearns, mn",117730.5,116889.5,118571.5,8721.5,7880.5,9562.5,126452.0,0.9308975190022798,15608.0,17808.5,20102.416666666668,mn,midwest,High,Cheap,Large
"steele, mn",28690.5,28500.0,28881.0,1766.5,1576.0,1957.0,30457.0,0.9420160361080281,15016.0,16655.0,18433.666666666668,mn,midwest,Very_High,Very_Cheap,Very_Small
"stephens, ga",16967.0,16647.0,17287.0,3510.0,3190.0,3830.0,20477.0,0.8287816613071957,16860.666666666668,18503.0,20302.666666666668,ga,southeast,Very_Low,Cheap,Very_Small
"stephens, ok",29934.5,29413.5,30455.5,6483.0,5962.0,7004.0,36417.5,0.8221013143330843,17129.75,18602.5,20201.75,ok,southwest,Very_Low,Cheap,Very_Small
"stephens, tx",5148.0,5000.0,5296.0,1859.0,1711.0,2007.0,7007.0,0.7346729398346166,13005.5,15172.0,17463.5,tx,southwest,Very_Low,Very_Cheap,Very_Small
"stephenson, il",33253.5,32926.5,33580.5,3185.5,2858.5,3512.5,36439.0,0.913132732240747,17351.5,18762.25,20335.75,il,midwest,High,Moderate,Very_Small
"steuben, in",23486.0,23134.5,23837.5,3739.5,3388.0,4091.0,27225.5,0.8627925494849206,17649.333333333332,19979.666666666668,22533.0,in,midwest,Low,Moderate,Very_Small
"steuben, ny",73472.5,72823.0,74122.0,6954.0,6304.5,7603.5,80426.5,0.9138617046053077,14549.0,16347.333333333334,18323.333333333332,ny,northeast,High,Very_Cheap,Medium
"stevens, ks",4104.0,4019.5,4188.5,914.5,830.0,999.0,5018.5,0.8178300038594156,16322.0,18924.0,21728.0,ks,midwest,Very_Low,Moderate,Very_Small
"stevens, mn",6794.5,6730.5,6858.5,507.5,443.5,571.5,7302.0,0.930375606634829,14858.666666666666,16916.333333333332,19230.0,mn,midwest,High,Cheap,Very_Small
"stevens, wa",29686.0,29273.5,30098.5,4786.0,4373.5,5198.5,34472.0,0.8616660405153562,14661.333333333332,16764.166666666664,19102.166666666664,wa,west,Low,Very_Cheap,Very_Small
"stoddard, mo",20357.5,20026.5,20688.5,3625.0,3294.0,3956.0,23982.5,0.8489031590129553,13936.0,15418.0,16999.0,mo,midwest,Low,Very_Cheap,Very_Small
"stokes, nc",31999.0,31487.5,32510.5,5496.5,4985.0,6008.0,37495.5,0.8536140372177283,13004.0,15617.0,18272.0,nc,southeast,Low,Very_Cheap,Very_Small
"stone, ar",7500.5,7333.0,7668.0,1751.0,1583.5,1918.5,9251.5,0.8115854963347803,15271.333333333334,16856.333333333332,18654.0,ar,southeast,Very_Low,Very_Cheap,Very_Small
"stone, ms",11691.0,11455.5,11926.5,2478.0,2242.5,2713.5,14169.0,0.8252559511226204,17020.5,19641.0,22475.5,ms,southeast,Very_Low,Moderate,Very_Small
"story, ia",69399.5,68778.0,70021.0,5083.0,4461.5,5704.5,74482.5,0.9315864245572327,15214.75,16909.0,18600.125,ia,midwest,High,Cheap,Small
"strafford, nh",89702.0,88724.0,90680.0,10515.5,9537.5,11493.5,100217.5,0.8950093345090633,17819.0,19215.375,20707.125,nh,northeast,Fair,Moderate,Medium
"stutsman, nd",14381.5,14208.5,14554.5,1609.5,1436.5,1782.5,15991.0,0.8994519420088102,17227.333333333332,19042.666666666668,20962.666666666668,nd,midwest,Fair,Moderate,Very_Small
"suffolk city, va",66824.0,66107.0,67541.0,7945.0,7228.0,8662.0,74769.0,0.8935749400066944,18197.75,19484.25,20921.5,va,southeast,Fair,Moderate,Small
"sullivan, in",13393.5,13184.0,13603.0,2151.0,1941.5,2360.5,15544.5,0.8619506162811296,15198.0,17140.0,19252.5,in,midwest,Low,Cheap,Very_Small
"sullivan, mo",4172.5,4079.0,4266.0,1014.5,921.0,1108.0,5187.0,0.8046757859639586,15486.0,18387.0,21296.0,mo,midwest,Very_Low,Cheap,Very_Small
"sullivan, nh",30825.0,30442.0,31208.0,3840.5,3457.5,4223.5,34665.5,0.8895134682910071,16168.0,18270.5,20590.5,nh,northeast,Fair,Cheap,Very_Small
"sullivan, ny",53967.5,53300.0,54635.0,7135.5,6468.0,7803.0,61103.0,0.8837827412054966,18342.0,20041.666666666668,21880.333333333332,ny,northeast,Fair,Moderate,Small
"sullivan, tn",107154.5,105818.5,108490.5,16100.5,14764.5,17436.5,123255.0,0.8694508104712366,17926.25,19109.25,20363.0,tn,southeast,Fair,Moderate,Large
"summers, wv",8203.5,8069.5,8337.5,1288.0,1154.0,1422.0,9491.5,0.8653058910111406,14119.0,16199.0,18396.5,wv,southeast,Fair,Very_Cheap,Very_Small
"summit, co",21925.0,21479.0,22371.0,4285.0,3839.0,4731.0,26210.0,0.835534482243878,18761.0,21306.0,23844.5,co,west,Low,Expensive,Very_Small
"summit, ut",30859.0,30446.0,31272.0,4495.5,4082.5,4908.5,35354.5,0.8726486134742131,17131.5,18643.0,20205.5,ut,west,Fair,Cheap,Very_Small
"sumner, ks",17071.5,16849.5,17293.5,2248.5,2026.5,2470.5,19320.0,0.8837819763784718,16259.0,18748.0,21412.0,ks,midwest,Fair,Moderate,Very_Small
"sumner, tn",128156.5,126703.5,129609.5,18118.0,16665.0,19571.0,146274.5,0.8758570086635766,17654.0,19160.375,20754.0,tn,southeast,Fair,Moderate,Large
"sumter, fl",37897.0,37298.0,38496.0,6696.0,6097.0,7295.0,44593.0,0.8490648521568679,19738.75,20607.5,21498.75,fl,southeast,Low,Expensive,Small
"sumter, ga",20257.0,19819.0,20695.0,4728.5,4290.5,5166.5,24985.5,0.8113489900875708,17182.0,19248.0,21445.666666666668,ga,southeast,Very_Low,Moderate,Very_Small
"sumter, sc",75719.0,74486.5,76951.5,13741.5,12509.0,14974.0,89460.5,0.8466209932374369,17593.75,18788.75,20040.5,sc,southeast,Low,Moderate,Medium
"sunflower, ms",16550.0,16184.0,16916.0,3830.0,3464.0,4196.0,20380.0,0.8127472065503965,16848.5,18802.75,20911.75,ms,southeast,Very_Low,Moderate,Very_Small
"surry, nc",48060.5,47224.5,48896.5,10636.0,9800.0,11472.0,58696.5,0.819044370875289,17029.916666666668,18429.375,19934.083333333336,nc,southeast,Very_Low,Cheap,Small
"susquehanna, pa",29443.5,29090.5,29796.5,3950.0,3597.0,4303.0,33393.5,0.8820904099163789,14524.25,16285.083333333334,18227.583333333336,pa,northeast,Fair,Very_Cheap,Very_Small
"sussex, de",140165.0,138688.0,141642.0,18627.5,17150.5,20104.5,158792.5,0.8824388396368967,19004.75,20268.416666666668,21575.666666666668,de,southeast,Fair,Moderate,Very_Large
"sussex, nj",112068.0,111189.5,112946.5,10425.0,9546.5,11303.5,122493.0,0.9151945862616817,20878.75,22300.5,23807.0,nj,northeast,High,Very_Expensive,Large
"sutter, ca",68494.0,67431.0,69557.0,13019.5,11956.5,14082.5,81513.5,0.8403330314353181,20696.0,21517.0,22379.0,ca,west,Low,Expensive,Medium
"suwannee, fl",25350.5,24793.0,25908.0,6686.0,6128.5,7243.5,32036.5,0.7915834599239788,17367.0,19483.333333333332,21759.666666666668,fl,southeast,Very_Low,Moderate,Very_Small
"swain, nc",9225.0,9014.0,9436.0,2325.5,2114.5,2536.5,11550.5,0.7985421636885157,12047.25,14239.5,16568.5,nc,southeast,Very_Low,Very_Cheap,Very_Small
"sweet grass, mt",2310.0,2261.5,2358.5,467.5,419.0,516.0,2777.5,0.8321973975447243,14656.0,17860.0,21112.0,mt,west,Low,Cheap,Very_Small
"sweetwater, wy",34757.0,34260.0,35254.0,5366.5,4869.5,5863.5,40123.5,0.8663682006018383,15432.666666666666,17470.0,19727.333333333332,wy,west,Fair,Cheap,Small
"swisher, tx",4198.0,4078.5,4317.5,1474.0,1354.5,1593.5,5672.0,0.7405677464298154,16546.0,19362.0,22406.5,tx,southwest,Very_Low,Moderate,Very_Small
"talbot, md",24667.5,24372.5,24962.5,2912.5,2617.5,3207.5,27580.0,0.8946949985430916,17139.25,18090.25,19111.25,md,southeast,Fair,Cheap,Very_Small
"talladega, al",56951.0,56126.5,57775.5,8467.0,7642.5,9291.5,65418.0,0.8707072039632485,16188.375,18132.125,20107.0,al,southeast,Fair,Cheap,Small
"tallahatchie, ms",8459.5,8266.0,8653.0,2016.5,1823.0,2210.0,10476.0,0.8083317328290514,19160.0,22080.0,25174.0,ms,southeast,Very_Low,Expensive,Very_Small
"tallapoosa, al",28158.5,27708.5,28608.5,4610.0,4160.0,5060.0,32768.5,0.8595919389729885,15825.125,17613.625,19519.875,al,southeast,Low,Cheap,Very_Small
"taney, mo",33334.0,32617.5,34050.5,8606.5,7890.0,9323.0,41940.5,0.7948367137515945,17743.75,19006.25,20306.75,mo,midwest,Very_Low,Moderate,Small
"taos, nm",20391.0,19938.0,20844.0,5121.5,4668.5,5574.5,25512.5,0.8002446823840722,14657.0,16240.666666666666,17951.666666666668,nm,southwest,Very_Low,Very_Cheap,Very_Small
"tate, ms",18844.5,18450.5,19238.5,4154.0,3760.0,4548.0,22998.5,0.8195334400270688,12894.5,14810.0,16950.5,ms,southeast,Very_Low,Very_Cheap,Very_Small
"taylor, fl",12661.5,12414.0,12909.0,2618.5,2371.0,2866.0,15280.0,0.8288772818279146,15088.333333333334,16756.0,18568.666666666668,fl,southeast,Very_Low,Very_Cheap,Very_Small
"taylor, ky",17079.0,16809.5,17348.5,2578.5,2309.0,2848.0,19657.5,0.8683602927242551,18151.5,20158.75,22472.0,ky,southeast,Fair,Moderate,Very_Small
